hsk6級,凄凉,qi1 liang2,荒涼たる
hsk6級,欺骗,qi1 pian4,欺き
hsk6級,期望,qi1 wang4,期待し
hsk6級,期限,qi1 xian4,締め切り
hsk6級,奇妙,qi2 miao4,素晴らしい
hsk6級,旗袍,qi2 pao2,チャイナドレス
hsk6級,齐全,qi2 quan2,完成
hsk6級,歧视,qi2 shi4,差別
hsk6級,齐心协力,qi2 xin1 xie2 li4,努力を作り
hsk6級,旗帜,qi2 zhi4,バナー
hsk6級,起草,qi3 cao3,ドラフト
hsk6級,启程,qi3 cheng2,アウトを設定
hsk6級,起初,qi3 chu1,当初
hsk6級,起伏,qi3 fu2,盛衰
hsk6級,乞丐,qi3 gai4,乞食
hsk6級,起哄,qi3 hong4,冷やかし
hsk6級,起码,qi3 ma3,少なくとも
hsk6級,启示,qi3 shi4,啓示
hsk6級,启事,qi3 shi4,お知らせ
hsk6級,起义,qi3 yi4,暴動
hsk6級,岂有此理,qi3 you3 ci3 li3,とんでもありません
hsk6級,起源,qi3 yuan2,起源
hsk6級,器材,qi4 cai2,設備
hsk6級,气概,qi4 gai4,精神
hsk6級,气功,qi4 gong1,気功
hsk6級,器官,qi4 guan1,オルガン
hsk6級,迄今为止,qi4 jin1 wei2 zhi3,現在まで
hsk6級,气魄,qi4 po4,気力
hsk6級,气色,qi4 se4,カラー
hsk6級,气势,qi4 shi4,弾み
hsk6級,气味,qi4 wei4,臭い
hsk6級,气象,qi4 xiang4,気象学
hsk6級,气压,qi4 ya1,気圧
hsk6級,掐,qia1,ピンチ
hsk6級,恰当,qia4 dang4,適切な
hsk6級,恰到好处,qia4 dao4 hao3 chu4,ちょうどいい
hsk6級,恰巧,qia4 qiao3,ハプンズ
hsk6級,洽谈,qia4 tan2,交渉
hsk6級,牵扯,qian1 che3,巻き込み
hsk6級,签订,qian1 ding4,署名付き
hsk6級,千方百计,qian1 fang1 bai3 ji4,為尽くし
hsk6級,迁就,qian1 jiu4,収容し
hsk6級,签署,qian1 shu3,看板
hsk6級,迁徙,qian1 xi3,移動し
hsk6級,谦逊,qian1 xun4,謙虚
hsk6級,牵制,qian1 zhi4,含み
hsk6級,前景,qian2 jing3,見通し
hsk6級,潜力,qian2 li4,可能性
hsk6級,潜水,qian2 shui3,ダイビング
hsk6級,前提,qian2 ti2,前提
hsk6級,潜移默化,qian2 yi2 mo4 hua4,いつのまにか
hsk6級,谴责,qian3 ze2,責め
hsk6級,抢劫,qiang1 jie2,強盗
hsk6級,强制,qiang2 zhi4,執行
hsk6級,抢救,qiang3 jiu4,救助
hsk6級,强迫,qiang3 po4,力
hsk6級,桥梁,qiao2 liang2,ブリッジ
hsk6級,翘,qiao4,アウトスタンディング
hsk6級,锲而不舍,qie4 er2 bu4 she3,根気
hsk6級,切实,qie4 shi2,ひたすら
hsk6級,侵犯,qin1 fan4,侵略
hsk6級,钦佩,qin1 pei4,称賛
hsk6級,亲热,qin1 re4,優しい
hsk6級,亲身,qin1 shen1,自ら
hsk6級,勤俭,qin2 jian3,倹しい
hsk6級,勤恳,qin2 ken3,勤勉
hsk6級,氢,qing1,水素
hsk6級,清澈,qing1 che4,クリーン
hsk6級,清晨,qing1 chen2,早朝
hsk6級,清除,qing1 chu2,取り除き
hsk6級,轻而易举,qing1 er2 yi4 ju3,イージー
hsk6級,清洁,qing1 jie2,クリーン
hsk6級,清理,qing1 li3,晴れ上がり
hsk6級,倾听,qing1 ting1,聞き
hsk6級,清晰,qing1 xi1,明確な
hsk6級,倾向,qing1 xiang4,傾向
hsk6級,倾斜,qing1 xie2,チルト
hsk6級,清醒,qing1 xing3,素面
hsk6級,清真,qing1 zhen1,イスラム教徒
hsk6級,情报,qing2 bao4,インテリジェンス
hsk6級,情节,qing2 jie2,物語
hsk6級,晴朗,qing2 lang3,晴れました
hsk6級,情理,qing2 li3,理由
hsk6級,情形,qing2 xing2,状況
hsk6級,请柬,qing3 jian3,招待状
hsk6級,请教,qing3 jiao4,相談し
hsk6級,请示,qing3 shi4,指示を求め
hsk6級,请帖,qing3 tie3,招待
hsk6級,丘陵,qiu1 ling2,丘
hsk6級,区分,qu1 fen1,見分け
hsk6級,屈服,qu1 fu2,収量
hsk6級,区域,qu1 yu4,地域
hsk6級,曲折,qu1 zhe2,曲がりくねりました
hsk6級,驱逐,qu1 zhu2,追い出し
hsk6級,渠道,qu2 dao4,チャンネル
hsk6級,取缔,qu3 di4,禁止
hsk6級,曲子,qu3 zi5,歌
hsk6級,趣味,qu4 wei4,味
hsk6級,圈套,quan1 tao4,トラップ
hsk6級,权衡,quan2 heng2,バランス
hsk6級,全局,quan2 ju2,全体的な状況
hsk6級,全力以赴,quan2 li4 yi3 fu4,すべてのアウトを行き
hsk6級,拳头,quan2 tou5,拳
hsk6級,权威,quan2 wei1,権限
hsk6級,权益,quan2 yi4,権利と利益
hsk6級,犬,quan3,犬
hsk6級,缺口,que1 kou3,ギャップ
hsk6級,缺席,que1 xi2,不在の
hsk6級,缺陷,que1 xian4,欠陥
hsk6級,瘸,que2,ラメ
hsk6級,确保,que4 bao3,確保
hsk6級,确立,que4 li4,定め
hsk6級,确切,que4 qie4,精密
hsk6級,确信,que4 xin4,自信
hsk6級,群众,qun2 zhong4,大衆
hsk6級,染,ran3,染料
hsk6級,让步,rang4 bu4,譲歩
hsk6級,饶恕,rao2 shu4,許し
hsk6級,扰乱,rao3 luan4,アプセット
hsk6級,惹祸,re3 huo4,裁判所災害
hsk6級,热泪盈眶,re4 lei4 ying2 kuang4,涙
hsk6級,热门,re4 men2,人気のあり
hsk6級,仁慈,ren2 ci2,優しさ
hsk6級,人道,ren2 dao4,人類
hsk6級,人格,ren2 ge2,個性
hsk6級,人工,ren2 gong1,人工的な
hsk6級,人家,ren2 jia5,人
hsk6級,人间,ren2 jian1,世界
hsk6級,人士,ren2 shi4,人
hsk6級,人为,ren2 wei2,男
hsk6級,人性,ren2 xing4,人類
hsk6級,人质,ren2 zhi4,人質
hsk6級,忍耐,ren3 nai4,根気
hsk6級,忍受,ren3 shou4,ベア
hsk6級,认定,ren4 ding4,見つけました
hsk6級,认可,ren4 ke3,認め
hsk6級,任命,ren4 ming4,任命
hsk6級,任性,ren4 xing4,我儘
hsk6級,任意,ren4 yi4,任意に
hsk6級,任重道远,ren4 zhong4 dao4 yuan3,長い道のり
hsk6級,仍旧,reng2 jiu4,残り
hsk6級,日新月异,ri4 xin1 yue4 yi4,日に日に
hsk6級,日益,ri4 yi4,-
hsk6級,溶解,rong2 jie3,ディゾルブ
hsk6級,容貌,rong2 mao4,外観
hsk6級,容纳,rong2 na4,収容し
hsk6級,容器,rong2 qi4,コンテナ
hsk6級,融洽,rong2 qia4,調和のとれました
hsk6級,容忍,rong2 ren3,容認
hsk6級,揉,rou2,練り
hsk6級,柔和,rou2 he2,穏やか
hsk6級,弱点,ruo4 dian3,弱点
hsk6級,若干,ruo4 gan1,いくつかの
hsk6級,撒谎,sa1 huang3,嘘
hsk6級,腮,sai1,ジル
hsk6級,三角,san1 jiao3,三角形
hsk6級,散文,san3 wen2,散文
hsk6級,散发,san4 fa1,配り
hsk6級,丧失,sang4 shi1,失い
hsk6級,嫂子,sao3 zi5,義妹
hsk6級,色彩,se4 cai3,カラー
hsk6級,刹车,sha1 che1,ブレーキ
hsk6級,啥,sha2,何
hsk6級,筛选,shai1 xuan3,フィルタ
hsk6級,山脉,shan1 mai4,山岳
hsk6級,闪烁,shan3 shuo4,フリッカー
hsk6級,擅长,shan4 chang2,でグッド
hsk6級,擅自,shan4 zi4,不正な
hsk6級,扇子,shan4 zi5,ファン
hsk6級,商标,shang1 biao1,商標
hsk6級,伤脑筋,shang1 nao3 jin1,だらけの
hsk6級,上级,shang4 ji2,より高い
hsk6級,上进心,shang4 jin4 xin1,やる気
hsk6級,上任,shang4 ren4,オフィスを取り
hsk6級,上瘾,shang4 yin3,常用癖
hsk6級,上游,shang4 you2,上流の
hsk6級,梢,shao1,撃ち
hsk6級,捎,shao1,連れて行き
hsk6級,哨,shao4,ホイッスル
hsk6級,奢侈,she1 chi3,贅沢
hsk6級,涉及,she4 ji2,巻き込み
hsk6級,设立,she4 li4,セットアップ
hsk6級,社区,she4 qu1,コミュニティ
hsk6級,摄取,she4 qu3,吸収
hsk6級,摄氏度,she4 shi4 du4,摂氏
hsk6級,设想,she4 xiang3,思いつき
hsk6級,设置,she4 zhi4,セットアップ
hsk6級,深奥,shen1 ao4,深遠
hsk6級,申报,shen1 bao4,宣言
hsk6級,深沉,shen1 chen2,深い
hsk6級,深情厚谊,shen1 qing2 hou4 yi4,友情
hsk6級,绅士,shen1 shi4,紳士
hsk6級,呻吟,shen1 yin2,呻き
hsk6級,神奇,shen2 qi2,魔法のような
hsk6級,神气,shen2 qi4,空気
hsk6級,神情,shen2 qing2,見て
hsk6級,神色,shen2 se4,見て
hsk6級,神圣,shen2 sheng4,神聖
hsk6級,神态,shen2 tai4,物腰
hsk6級,神仙,shen2 xian1,不滅
hsk6級,审查,shen3 cha2,検査し
hsk6級,审理,shen3 li3,聞き
hsk6級,审美,shen3 mei3,美的
hsk6級,审判,shen3 pan4,トライアル
hsk6級,渗透,shen4 tou4,侵入
hsk6級,慎重,shen4 zhong4,慎重
hsk6級,牲畜,sheng1 chu4,家畜
hsk6級,生存,sheng1 cun2,生き残り
hsk6級,生机,sheng1 ji1,活力
hsk6級,生理,sheng1 li3,生理的な
hsk6級,声明,sheng1 ming2,声明
hsk6級,声势,sheng1 shi4,弾み
hsk6級,生疏,sheng1 shu1,さびました
hsk6級,生态,sheng1 tai4,エコロジー
hsk6級,生物,sheng1 wu4,生物学
hsk6級,生效,sheng1 xiao4,有効になり
hsk6級,生锈,sheng1 xiu4,錆び
hsk6級,生育,sheng1 yu4,産み
hsk6級,声誉,sheng1 yu4,評判
hsk6級,省会,sheng3 hui4,州都
hsk6級,盛产,sheng4 chan3,豊か
hsk6級,胜负,sheng4 fu4,勝負
hsk6級,盛开,sheng4 kai1,咲き
hsk6級,盛情,sheng4 qing2,ホスピタリティー
hsk6級,盛行,sheng4 xing2,トレンディー
hsk6級,师范,shi1 fan4,ノーマル
hsk6級,施加,shi1 jia1,及ぼし
hsk6級,尸体,shi1 ti3,死体
hsk6級,失误,shi1 wu4,ミス
hsk6級,施展,shi1 zhan3,ディスプレイ
hsk6級,狮子,shi1 zi5,ライオン
hsk6級,失踪,shi1 zong1,行方不明
hsk6級,拾,shi2,拾い
hsk6級,识别,shi2 bie2,認識
hsk6級,时差,shi2 cha1,時差
hsk6級,时常,shi2 chang2,しばしば
hsk6級,时而,shi2 er2,時々
hsk6級,时光,shi2 guang1,時間
hsk6級,实惠,shi2 hui4,かなりの
hsk6級,时机,shi2 ji1,チャンス
hsk6級,实力,shi2 li4,強
hsk6級,实施,shi2 shi1,インプリメント
hsk6級,时事,shi2 shi4,現在のイベント
hsk6級,实事求是,shi2 shi4 qiu2 shi4,事実
hsk6級,石油,shi2 you2,オイル
hsk6級,实质,shi2 zhi4,物質
hsk6級,时装,shi2 zhuang1,ファッショナブルなドレス
hsk6級,十足,shi2 zu2,いっぱい
hsk6級,使命,shi3 ming4,ミッション
hsk6級,势必,shi4 bi4,と結合しました
hsk6級,世代,shi4 dai4,世代
hsk6級,示范,shi4 fan4,デモ
hsk6級,释放,shi4 fang4,解除
hsk6級,是非,shi4 fei1,ノン
hsk6級,事故,shi4 gu4,事故
hsk6級,事迹,shi4 ji4,物語
hsk6級,事件,shi4 jian4,イベント
hsk6級,世界观,shi4 jie4 guan1,世界観
hsk6級,视力,shi4 li4,視力
hsk6級,势力,shi4 li5,パワー
hsk6級,逝世,shi4 shi4,死に
hsk6級,事态,shi4 tai4,向背
hsk6級,试图,shi4 tu2,試し
hsk6級,示威,shi4 wei1,証明し
hsk6級,事务,shi4 wu4,業務
hsk6級,视线,shi4 xian4,視力
hsk6級,事项,shi4 xiang4,事柄
hsk6級,试验,shi4 yan4,テスト
hsk6級,视野,shi4 ye3,ビジョン
hsk6級,事业,shi4 ye4,原因
hsk6級,适宜,shi4 yi2,適当
hsk6級,示意,shi4 yi4,模式的に
hsk6級,收藏,shou1 cang2,集め
hsk6級,收缩,shou1 suo1,シュリンク
hsk6級,收益,shou1 yi4,利益
hsk6級,收音机,shou1 yin1 ji1,ラジオ
hsk6級,手法,shou3 fa3,テクニック
hsk6級,守护,shou3 hu4,ガード
hsk6級,手势,shou3 shi4,ジェスチャー
hsk6級,首要,shou3 yao4,主要
hsk6級,手艺,shou3 yi4,クラフト
hsk6級,授予,shou4 yu3,賞
hsk6級,受罪,shou4 zui4,苦しみ
hsk6級,舒畅,shu1 chang4,快適
hsk6級,书法,shu1 fa3,書道
hsk6級,疏忽,shu1 hu5,怠慢
hsk6級,书籍,shu1 ji2,図書
hsk6級,书记,shu1 ji5,秘書
hsk6級,书面,shu1 mian4,書かれました
hsk6級,数,shu3,番号
hsk6級,竖,shu4,垂直
hsk6級,束,shu4,バンドル
hsk6級,数额,shu4 e2,量
hsk6級,束缚,shu4 fu4,バウンド
hsk6級,树立,shu4 li4,設立
hsk6級,数目,shu4 mu4,番号
hsk6級,耍,shua3,遊び
hsk6級,衰老,shuai1 lao3,老化
hsk6級,衰退,shuai1 tui4,下落
hsk6級,率领,shuai4 ling3,リード
hsk6級,涮火锅,shuan4 huo3 guo1,しゃぶしゃぶ
hsk6級,双胞胎,shuang1 bao1 tai1,ツイン
hsk6級,爽快,shuang3 kuai4,容易に
hsk6級,水利,shui3 li4,水の保全
hsk6級,水龙头,shui3 long2 tou2,蛇口
hsk6級,水泥,shui3 ni2,セメント
hsk6級,司法,si1 fa3,裁判上
hsk6級,司令,si1 ling4,指揮官
hsk6級,思念,si1 nian4,ミス
hsk6級,思索,si1 suo3,考え
hsk6級,思维,si1 wei2,考え
hsk6級,斯文,si1 wen5,スヴェン
hsk6級,思绪,si1 xu4,考え
hsk6級,私自,si1 zi4,個人的に
hsk6級,死亡,si3 wang2,死
hsk6級,肆无忌惮,si4 wu2 ji4 dan4,無謀
hsk6級,饲养,si4 yang3,フィード
hsk6級,四肢,si4 zhi1,四肢
hsk6級,耸,song3,高くそびえ
hsk6級,艘,sou1,船
hsk6級,搜索,sou1 suo3,検索
hsk6級,苏醒,su1 xing3,モーニングコール
hsk6級,俗话,su2 hua4,格言
hsk6級,素食主义,su4 shi2 zhu3 yi4,菜食主義
hsk6級,诉讼,su4 song4,訴訟
hsk6級,塑造,su4 zao4,形状
hsk6級,素质,su4 zhi4,品質
hsk6級,算了,suan4 le5,忘れて
hsk6級,算数,suan4 shu4,カウント
hsk6級,随即,sui2 ji2,直ちに
hsk6級,随身,sui2 shen1,ポータブル
hsk6級,随手,sui2 shou3,容易に
hsk6級,随意,sui2 yi4,ランダム
hsk6級,隧道,sui4 dao4,トンネル
hsk6級,岁月,sui4 yue4,年
hsk6級,损坏,sun3 huai4,ダメージ
hsk6級,索赔,suo3 pei2,補償
hsk6級,索性,suo3 xing4,単に
hsk6級,塌,ta1,崩壊
hsk6級,踏实,ta1 shi5,安心して
hsk6級,台风,tai2 feng1,台風
hsk6級,泰斗,tai4 dou3,学部長
hsk6級,太空,tai4 kong1,宇宙空間
hsk6級,瘫痪,tan1 huan4,麻痺
hsk6級,贪婪,tan1 lan2,貪欲
hsk6級,摊儿,tan1 r5,タネル
hsk6級,贪污,tan1 wu1,汚職
hsk6級,弹性,tan2 xing4,弾力
hsk6級,坦白,tan3 bai2,フランク
hsk6級,探测,tan4 ce4,プローブ
hsk6級,叹气,tan4 qi4,ため息
hsk6級,探索,tan4 suo3,探り
hsk6級,探讨,tan4 tao3,調べ
hsk6級,探望,tan4 wang4,訪問
hsk6級,糖葫芦,tang2 hu2 lu5,砂糖漬け
hsk6級,掏,tao1,掘り
hsk6級,滔滔不绝,tao1 tao1 bu4 jue2,フルフライトで
hsk6級,陶瓷,tao2 ci2,陶芸
hsk6級,淘气,tao2 qi4,いたずらな
hsk6級,淘汰,tao2 tai4,省き
hsk6級,讨价还价,tao3 jia4 huan2 jia4,バーゲン
hsk6級,特长,te4 chang2,専門
hsk6級,特定,te4 ding4,特定
hsk6級,特色,te4 se4,特徴
hsk6級,提拔,ti2 ba2,昇格
hsk6級,题材,ti2 cai2,テーマ
hsk6級,提炼,ti2 lian4,精錬
hsk6級,提示,ti2 shi4,プロンプト
hsk6級,提议,ti2 yi4,提案
hsk6級,体谅,ti3 liang4,理解
hsk6級,体面,ti3 mian4,尊敬すべき
hsk6級,体系,ti3 xi4,システム
hsk6級,天才,tian1 cai2,天才
hsk6級,天伦之乐,tian1 lun2 zhi1 le4,ファミリーファン
hsk6級,天然气,tian1 ran2 qi4,天然ガス
hsk6級,天生,tian1 sheng1,生れつき
hsk6級,天堂,tian1 tang2,天国
hsk6級,天文,tian1 wen2,天文学
hsk6級,田径,tian2 jing4,トラックとフィールド
hsk6級,舔,tian3,舐め
hsk6級,挑剔,tiao1 ti5,うるさい
hsk6級,调和,tiao2 he2,和解
hsk6級,调剂,tiao2 ji4,調節し
hsk6級,调节,tiao2 jie2,調節し
hsk6級,调解,tiao2 jie3,仲介
hsk6級,条款,tiao2 kuan3,規定
hsk6級,条理,tiao2 li3,整頓
hsk6級,调料,tiao2 liao4,調味料
hsk6級,条约,tiao2 yue1,条約
hsk6級,挑拨,tiao3 bo1,促し
hsk6級,挑衅,tiao3 xin4,挑発的
hsk6級,跳跃,tiao4 yue4,ジャンプ
hsk6級,停泊,ting2 bo2,係留
hsk6級,停顿,ting2 dun4,休止
hsk6級,停滞,ting2 zhi4,滞り
hsk6級,亭子,ting2 zi5,パビリオン
hsk6級,挺拔,ting3 ba2,背が高く、まっすぐ
hsk6級,通货膨胀,tong1 huo4 peng2 zhang4,インフレーション
hsk6級,通俗,tong1 su2,人気のあり
hsk6級,通用,tong1 yong4,一般的
hsk6級,同胞,tong2 bao1,同胞
hsk6級,童话,tong2 hua4,おとぎ話
hsk6級,铜矿,tong2 kuang4,銅
hsk6級,同志,tong2 zhi4,仲間
hsk6級,统筹兼顾,tong3 chou2 jian1 gu4,バランス
hsk6級,统计,tong3 ji4,統計
hsk6級,统统,tong3 tong3,全て
hsk6級,投机,tou2 ji1,推測
hsk6級,投票,tou2 piao4,投票
hsk6級,投降,tou2 xiang2,降伏
hsk6級,投掷,tou2 zhi4,キャスティング
hsk6級,秃,tu1,はげました
hsk6級,突破,tu1 po4,突破口
hsk6級,图案,tu2 an4,パターン
hsk6級,徒弟,tu2 di4,見習い
hsk6級,途径,tu2 jing4,道
hsk6級,涂抹,tu2 mo3,塗抹
hsk6級,土壤,tu3 rang3,土壌
hsk6級,团结,tuan2 jie2,団結
hsk6級,团体,tuan2 ti3,グループ
hsk6級,团员,tuan2 yuan2,メンバー
hsk6級,推测,tui1 ce4,推測
hsk6級,推翻,tui1 fan1,打倒
hsk6級,推理,tui1 li3,推理
hsk6級,推论,tui1 lun4,推論
hsk6級,推销,tui1 xiao1,売り
hsk6級,吞咽,tun1 yan4,嚥下
hsk6級,脱离,tuo1 li2,から
hsk6級,拖延,tuo1 yan2,遅延
hsk6級,托运,tuo1 yun4,チェック
hsk6級,妥当,tuo3 dang5,適切な
hsk6級,妥善,tuo3 shan4,適切な
hsk6級,妥协,tuo3 xie2,妥協
hsk6級,椭圆,tuo3 yuan2,楕円
hsk6級,唾沫,tuo4 mo5,唾
hsk6級,挖掘,wa1 jue2,発掘
hsk6級,娃娃,wa2 wa5,赤ちゃん
hsk6級,瓦解,wa3 jie3,崩壊
hsk6級,哇,wa5,ワウ
hsk6級,歪曲,wai1 qu1,歪め
hsk6級,外表,wai4 biao3,外部の
hsk6級,外行,wai4 hang2,門外漢
hsk6級,外界,wai4 jie4,外の世界
hsk6級,外向,wai4 xiang4,アウトバウンド
hsk6級,丸,wan2,丸薬
hsk6級,完备,wan2 bei4,完成
hsk6級,完毕,wan2 bi4,完成
hsk6級,顽固,wan2 gu4,頑強
hsk6級,玩弄,wan2 nong4,遊び
hsk6級,顽强,wan2 qiang2,粘り強い
hsk6級,玩意儿,wan2 yi4 r5,事
hsk6級,挽回,wan3 hui2,買い戻し
hsk6級,挽救,wan3 jiu4,保存
hsk6級,惋惜,wan3 xi1,後悔
hsk6級,万分,wan4 fen1,極めて
hsk6級,往常,wang3 chang2,一般
hsk6級,网络,wang3 luo4,ネットワーク
hsk6級,往事,wang3 shi4,過去
hsk6級,妄想,wang4 xiang3,希望的観測
hsk6級,微不足道,wei1 bu4 zu2 dao4,僅少
hsk6級,威风,wei1 feng1,堂々
hsk6級,微观,wei1 guan1,小宇宙
hsk6級,危机,wei1 ji1,危機
hsk6級,威力,wei1 li4,パワー
hsk6級,威望,wei1 wang4,威信
hsk6級,威信,wei1 xin4,威信
hsk6級,违背,wei2 bei4,逆らい
hsk6級,维持,wei2 chi2,維持し
hsk6級,唯独,wei2 du2,除き
hsk6級,为难,wei2 nan2,難しい
hsk6級,为期,wei2 qi1,期間
hsk6級,维生素,wei2 sheng1 su4,ビタミン
hsk6級,为首,wei2 shou3,向かいました
hsk6級,维修,wei2 xiu1,サービス
hsk6級,委员,wei3 yuan2,委員
hsk6級,伪造,wei3 zao4,フェイク
hsk6級,畏惧,wei4 ju4,恐れ
hsk6級,胃口,wei4 kou3,食欲
hsk6級,未免,wei4 mian3,かなり
hsk6級,慰问,wei4 wen4,弔慰
hsk6級,卫星,wei4 xing1,衛星
hsk6級,位于,wei4 yu2,位置
hsk6級,温带,wen1 dai4,温帯
hsk6級,温和,wen1 he2,適度
hsk6級,文凭,wen2 ping2,卒業証書
hsk6級,文物,wen2 wu4,文化的遺物
hsk6級,文献,wen2 xian4,文学
hsk6級,文雅,wen2 ya3,エレガント
hsk6級,文艺,wen2 yi4,文学と芸術
hsk6級,问世,wen4 shi4,抜け
hsk6級,窝,wo1,巣
hsk6級,乌黑,wu1 hei1,真っ暗
hsk6級,污蔑,wu1 mie4,中傷
hsk6級,诬陷,wu1 xian4,フレームを選び
hsk6級,无比,wu2 bi3,比類のありません
hsk6級,无偿,wu2 chang2,自由な
hsk6級,无耻,wu2 chi3,厚顔無恥
hsk6級,无从,wu2 cong2,とんでもありません
hsk6級,无动于衷,wu2 dong4 yu2 zhong1,無関心
hsk6級,无非,wu2 fei1,これ以上何もありません
hsk6級,无精打采,wu2 jing1 da3 cai3,Listlessly
hsk6級,无可奉告,wu2 ke3 feng4 gao4,いいえコメントありません
hsk6級,无可奈何,wu2 ke3 nai4 he2,哀れ
hsk6級,无赖,wu2 lai4,ローグ
hsk6級,无理取闹,wu2 li3 qu3 nao4,悔やしい
hsk6級,无能为力,wu2 neng2 wei2 li4,無力な
hsk6級,无穷无尽,wu2 qiong2 wu2 jin4,エンドレス
hsk6級,无微不至,wu2 wei1 bu4 zhi4,周到
hsk6級,无忧无虑,wu2 you1 wu2 lv4,伸び伸び
hsk6級,无知,wu2 zhi1,無知
hsk6級,舞蹈,wu3 dao3,ダンス
hsk6級,侮辱,wu3 ru3,侮辱
hsk6級,武侠,wu3 xia2,武道
hsk6級,武装,wu3 zhuang1,武装しました
hsk6級,勿,wu4,しないでください
hsk6級,务必,wu4 bi4,必ず
hsk6級,误差,wu4 cha1,エラー
hsk6級,误解,wu4 jie3,誤解
hsk6級,物美价廉,wu4 mei3 jia4 lian2,安い
hsk6級,务实,wu4 shi2,現実的
hsk6級,物资,wu4 zi1,マテリアル
hsk6級,溪,xi1,入り江
hsk6級,膝盖,xi1 gai4,膝
hsk6級,熄灭,xi1 mie4,消し
hsk6級,吸取,xi1 qu3,描き
hsk6級,昔日,xi1 ri4,先に
hsk6級,牺牲,xi1 sheng1,犠牲
hsk6級,夕阳,xi1 yang2,日没
hsk6級,媳妇,xi2 fu5,妻
hsk6級,袭击,xi2 ji1,襲撃
hsk6級,习俗,xi2 su2,カスタム
hsk6級,喜闻乐见,xi3 wen2 le4 jian4,好き
hsk6級,喜悦,xi3 yue4,喜び
hsk6級,细胞,xi4 bao1,セル
hsk6級,细菌,xi4 jun1,細菌
hsk6級,系列,xi4 lie4,シリーズ
hsk6級,细致,xi4 zhi4,周到
hsk6級,霞,xia2,夏
hsk6級,狭隘,xia2 ai4,狭い
hsk6級,峡谷,xia2 gu3,峡谷
hsk6級,狭窄,xia2 zhai3,狭い
hsk6級,夏令营,xia4 ling4 ying2,夏のキャンプ
hsk6級,下属,xia4 shu3,下位
hsk6級,先进,xian1 jin4,高度
hsk6級,鲜明,xian1 ming2,明るい
hsk6級,掀起,xian1 qi3,オフに設定
hsk6級,先前,xian1 qian2,以前に
hsk6級,纤维,xian1 wei2,繊維
hsk6級,弦,xian2,コード
hsk6級,嫌,xian2,疑い
hsk6級,闲话,xian2 hua4,ゴシップ
hsk6級,贤惠,xian2 hui4,徳の高い
hsk6級,衔接,xian2 jie1,アップリンク
hsk6級,嫌疑,xian2 yi2,疑われ
hsk6級,显著,xian3 zhu4,著名
hsk6級,现场,xian4 chang3,サイト
hsk6級,现成,xian4 cheng2,既製
hsk6級,宪法,xian4 fa3,憲法
hsk6級,陷害,xian4 hai4,フレームを選び
hsk6級,馅儿,xian4 r5,詰め物
hsk6級,陷入,xian4 ru4,陥り
hsk6級,线索,xian4 suo3,手掛かり
hsk6級,现状,xian4 zhuang4,現状
hsk6級,相差,xiang1 cha4,違い
hsk6級,相等,xiang1 deng3,等しい
hsk6級,相辅相成,xiang1 fu3 xiang1 cheng2,コンプリメンタリ
hsk6級,镶嵌,xiang1 qian4,モザイク
hsk6級,相应,xiang1 ying4,該当
hsk6級,乡镇,xiang1 zhen4,村や町
hsk6級,想方设法,xiang3 fang1 she4 fa3,しようとしてい
hsk6級,响亮,xiang3 liang4,うるさい
hsk6級,响应,xiang3 ying4,応答
hsk6級,巷,xiang4,レーン
hsk6級,项,xiang4,アイテム
hsk6級,向导,xiang4 dao3,ガイド
hsk6級,向来,xiang4 lai2,常に
hsk6級,向往,xiang4 wang3,焦がれ
hsk6級,消除,xiao1 chu2,省き
hsk6級,消毒,xiao1 du2,消毒
hsk6級,消防,xiao1 fang2,消防
hsk6級,消耗,xiao1 hao4,消費し
hsk6級,销毁,xiao1 hui3,破壊し
hsk6級,消极,xiao1 ji2,負
hsk6級,小气,xiao3 qi5,けちな
hsk6級,小心翼翼,xiao3 xin1 yi4 yi4,注意深く
hsk6級,孝顺,xiao4 shun5,親孝行
hsk6級,肖像,xiao4 xiang4,肖像画
hsk6級,效益,xiao4 yi4,ベネフィット
hsk6級,携带,xie2 dai4,キャリー
hsk6級,协会,xie2 hui4,協会
hsk6級,协商,xie2 shang1,相談し
hsk6級,协议,xie2 yi4,合意
hsk6級,协助,xie2 zhu4,助け
hsk6級,写作,xie3 zuo4,書き込み
hsk6級,屑,xie4,スクラップ
hsk6級,谢绝,xie4 jue2,下落
hsk6級,泄露,xie4 lu4,リーク
hsk6級,泄气,xie4 qi4,落胆
hsk6級,新陈代谢,xin1 chen2 dai4 xie4,代謝
hsk6級,心得,xin1 de2,経験
hsk6級,新郎,xin1 lang2,花婿
hsk6級,心灵,xin1 ling2,心
hsk6級,新娘,xin1 niang2,花嫁
hsk6級,辛勤,xin1 qin2,勤勉
hsk6級,薪水,xin1 shui3,給料
hsk6級,心态,xin1 tai4,メンタリティー
hsk6級,心疼,xin1 teng2,慕い
hsk6級,欣慰,xin1 wei4,喜んで
hsk6級,欣欣向荣,xin1 xin1 xiang4 rong2,繁栄
hsk6級,心血,xin1 xue4,骨の折れる努力
hsk6級,心眼儿,xin1 yan3 r5,演技
hsk6級,新颖,xin1 ying3,新しい
hsk6級,信赖,xin4 lai4,信頼
hsk6級,信念,xin4 nian4,信念
hsk6級,信仰,xin4 yang3,信仰
hsk6級,信誉,xin4 yu4,クレジット
hsk6級,腥,xing1,うさんくさい
